IDAluno,Turma,Plano,Faixa,Redações,Vídeos,Questões,DataMatriculada,Simulados,Tutor,Logins,Perfil,DataCancelamento,TempoMatricula,DataNascimento,AcessoAte
130473,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,25,16/2/2019 20:09:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 20:09:58
130474,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 20:31:52,0,COM TUTOR,0,Exclusivo,22/02/2019 00:00:00,5,N/A,31/01/2020 23:59:00
130475,ITA e IME 2019,FULL,Faixa Branca Grau I,0,56,301,16/2/2019 20:42:54,1,COM TUTOR,8,Consulta,N/A,N/A,09/07/2001 00:00:00,25/12/2019 23:59:00
130476,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,17,16/2/2019 20:50:47,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 20:50:47
130477,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,3,16/2/2019 21:02:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 21:02:00
130478,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 21:07:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 21:07:58
130479,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 21:08:49,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 21:08:49
130480,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,28,16/2/2019 21:49:55,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 21:49:55
130481,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,1,36,612,16/2/2019 21:57:35,1,COM TUTOR,0,Parcial,N/A,N/A,14/06/2002 00:00:00,31/01/2020 23:59:00
130482,ITA e IME 2019,MONTHLY,Faixa Branca Grau I,0,0,151,25/2/2019 15:00:47,1,COM TUTOR,0,Parcial,25/06/2019 00:00:00,119,06/03/1997 00:00:00,25/06/2019 00:00:00
130483,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 22:10:33,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 22:10:33
130484,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,62,16/2/2019 22:13:11,0,COM TUTOR,0,Parcial,N/A,N/A,23/11/2000 00:00:00,31/01/2020 23:59:00
130485,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,50,16/2/2019 22:39:17,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 22:39:17
130486,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 22:44:42,0,SEM TUTOR,2,Exclusivo,N/A,N/A,30/11/2001 00:00:00,16/02/2019 22:44:42
130487,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 22:53:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 22:53:39
130488,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,16/2/2019 23:13:18,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 23:13:18
130489,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 23:30:07,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 23:30:07
130490,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 23:55:10,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 23:55:10
130491,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 23:45:27,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 23:45:27
130492,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,16/2/2019 23:55:11,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,16/02/2019 23:55:11
130493,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 00:35:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 00:35:00
130494,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,14,17/2/2019 20:29:31,2,COM TUTOR,2,Exclusivo,N/A,N/A,N/A,31/01/2020 23:59:00
130495,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 01:44:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 01:44:59
130496,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 02:30:46,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 02:30:46
130497,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 02:37:03,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 02:37:03
130498,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 07:04:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 07:04:58
130499,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 07:56:07,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 07:56:07
130500,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 09:38:26,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 09:38:26
130501,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 10:26:04,0,SEM TUTOR,1,Exclusivo,N/A,N/A,26/08/2002 00:00:00,17/02/2019 10:26:04
130502,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 10:43:22,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 10:43:22
130503,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,10,162,574,5/3/2019 23:15:55,0,COM TUTOR,0,Parcial,N/A,N/A,N/A,31/01/2020 23:59:00
130504,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 11:18:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 11:18:19
130505,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,10,188,934,3/3/2019 12:01:50,5,COM TUTOR,2,Parcial,N/A,N/A,20/02/2001 00:00:00,31/01/2020 23:59:00
130506,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 11:47:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 11:47:30
130507,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,22,29,12/3/2019 09:23:44,0,COM TUTOR,0,Exclusivo,N/A,N/A,20/07/2004 00:00:00,31/01/2020 23:59:00
130508,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 11:52:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 11:52:58
130509,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,1,0,87,20/2/2019 08:41:13,0,COM TUTOR,0,Exclusivo,08/04/2019 00:00:00,47,N/A,20/03/2019 00:00:00
130510,ITA e IME 2019,FULL,Faixa Branca Grau I,0,14,135,17/2/2019 12:50:36,0,COM TUTOR,0,Consulta,24/10/2019 18:51:02,249,28/11/2003 00:00:00,25/12/2019 23:59:00
130511,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 12:51:37,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 12:51:37
130512,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,2,59,117,22/2/2019 17:19:55,0,COM TUTOR,6,Consulta,N/A,N/A,07/03/1995 00:00:00,31/01/2020 23:59:00
130513,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,23,17/2/2019 13:19:53,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 13:19:53
130514,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 13:34:48,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 13:34:48
130515,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 14:11:12,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,19/02/2019 14:11:12
130516,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 14:29:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 14:29:25
130517,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,32,65,17/2/2019 14:35:59,0,COM TUTOR,0,Parcial,N/A,N/A,11/01/2001 00:00:00,31/01/2020 23:59:00
130518,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 14:52:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 14:52:13
130519,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,3,963,3363,17/2/2019 15:07:16,5,COM TUTOR,8,Exclusivo,N/A,N/A,10/07/2001 00:00:00,31/01/2020 23:59:00
130520,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 15:12:47,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 15:12:47
130521,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 15:23:08,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 15:23:08
130522,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 15:42:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 15:42:39
130523,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 16:30:17,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 16:30:17
130524,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 16:32:05,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 16:32:05
130525,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 16:40:06,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 16:40:06
130526,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 16:46:19,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 16:46:19
130527,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,0,0,164,25/2/2019 19:25:39,0,COM TUTOR,0,Consulta,01/04/2019 00:00:00,34,12/06/1987 00:00:00,25/03/2019 00:00:00
130528,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 17:21:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 17:21:00
130529,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 17:32:09,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 17:32:09
130530,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:03:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:03:32
130531,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:17:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:17:39
130532,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:28:20,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:28:20
130533,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:33:42,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:33:42
130534,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:41:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:41:13
130535,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 18:43:08,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 18:43:08
130536,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:10:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,25/07/2000 00:00:00,17/02/2019 19:10:58
130537,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:23:10,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:23:10
130538,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:35:00,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:35:00
130539,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:44:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,13/06/1973 00:00:00,17/02/2019 19:44:39
130540,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:49:26,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:49:26
130541,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,17/2/2019 19:51:34,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:51:34
130542,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:52:52,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:52:52
130543,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:55:45,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:55:45
130544,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 19:59:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 19:59:15
130545,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,38,17/2/2019 20:05:17,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 20:05:17
130546,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 20:10:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 20:10:30
130547,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 20:29:24,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 20:29:24
130548,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 20:35:56,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 20:35:56
130549,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,1,9,113,20/2/2019 08:41:12,2,COM TUTOR,0,Parcial,N/A,N/A,22/06/2002 00:00:00,31/01/2020 23:59:00
130550,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,6,17/2/2019 21:06:57,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:06:57
130551,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 21:10:04,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:10:04
130552,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,21,272,2514,17/2/2019 21:14:41,9,COM TUTOR,0,Exclusivo,17/08/2019 00:00:00,180,09/05/2001 00:00:00,31/01/2020 00:00:00
130553,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,69,17/2/2019 21:22:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:22:59
130554,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 21:29:35,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:29:35
130555,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,17/2/2019 21:34:06,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:34:06
130556,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 21:52:35,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 21:52:35
130557,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 22:06:52,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 22:06:52
130558,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,17/2/2019 22:29:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 22:29:13
130559,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,2,17/2/2019 22:36:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 22:36:30
130560,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 22:39:02,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 22:39:02
130561,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 23:23:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 23:23:32
130562,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 23:24:37,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 23:24:37
130563,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 23:38:28,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 23:38:28
130564,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,17/2/2019 23:38:45,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,17/02/2019 23:38:45
130565,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 02:10:35,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 02:10:35
130566,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 02:43:03,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 02:43:03
130567,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 03:08:12,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 03:08:12
130568,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 03:15:18,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 03:15:18
130569,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 05:17:39,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 05:17:39
130570,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 06:11:54,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 06:11:54
130571,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 06:19:16,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 06:19:16
130572,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 07:30:55,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 07:30:55
130573,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,1,824,184,18/2/2019 08:42:58,1,COM TUTOR,41,Parcial,N/A,N/A,23/02/2001 00:00:00,31/01/2020 23:59:00
130574,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 08:46:45,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 08:46:45
130575,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 09:16:37,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 09:16:37
130576,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 09:32:01,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 09:32:01
130577,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,18/2/2019 09:45:22,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 09:45:22
130578,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 09:45:53,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 09:45:53
130579,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 09:54:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 09:54:30
130580,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,0,0,4,18/2/2019 09:54:36,0,COM TUTOR,0,Parcial,19/03/2019 00:00:00,29,09/06/1987 00:00:00,18/03/2019 00:00:00
130581,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,1,0,73,19/2/2019 09:03:26,1,COM TUTOR,0,Parcial,26/03/2019 00:00:00,35,25/02/1994 00:00:00,19/03/2019 00:00:00
130582,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 10:21:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 10:21:58
130583,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 10:35:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 10:35:25
130584,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 10:48:11,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 10:48:11
130585,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,0,0,22,18/2/2019 10:51:46,0,COM TUTOR,0,Exclusivo,08/04/2019 00:00:00,49,N/A,18/03/2019 00:00:00
130586,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:01:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:01:58
130587,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:13:59,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:13:59
130588,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:15:57,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:15:57
130589,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,53,18/2/2019 11:18:03,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,20/02/2019 11:18:03
130590,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:32:15,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:32:15
130591,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:35:54,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:35:54
130592,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:53:13,0,SEM TUTOR,0,Exclusivo,N/A,N/A,04/01/2001 00:00:00,24/02/2019 11:53:13
130593,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 11:59:41,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 11:59:41
130594,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,18/2/2019 12:05:49,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 12:05:49
130595,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,8,412,5305,18/2/2019 12:12:17,1,COM TUTOR,2,Exclusivo,N/A,N/A,26/09/1998 00:00:00,31/01/2020 23:59:00
130596,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 12:22:28,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 12:22:28
130597,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 12:25:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 12:25:25
130598,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,18/2/2019 13:25:25,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:25:25
130599,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 13:29:21,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:29:21
130600,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,4,0,622,20/2/2019 08:41:13,2,COM TUTOR,0,Parcial,18/07/2019 00:00:00,148,17/03/2001 00:00:00,25/07/2019 00:00:00
130601,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 13:42:28,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:42:28
130602,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 13:51:30,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:51:30
130603,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,3,18/2/2019 13:53:32,0,SEM TUTOR,0,Exclusivo,N/A,N/A,17/11/1972 00:00:00,18/02/2019 13:53:32
130604,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 13:53:56,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:53:56
130605,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 13:54:02,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 13:54:02
130606,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,1,18/2/2019 14:22:50,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 14:22:50
130607,Semiextensivo 18,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 14:22:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 14:22:58
130608,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 14:27:35,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 14:27:35
130609,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,0,0,34,18/2/2019 14:30:17,0,COM TUTOR,0,Exclusivo,09/02/2019 14:00:00,-9,N/A,02/02/2019 14:00:00
130610,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 14:36:36,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 14:36:36
130611,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 14:39:37,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 14:39:37
130612,Medicina e Extensivo 2019,MONTHLY,Faixa Branca Grau I,44,1410,11043,19/2/2019 19:18:25,12,COM TUTOR,24,Parcial,N/A,N/A,07/02/2001 00:00:00,24/01/2020 15:00:00
130613,ITA e IME 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 15:00:50,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 15:00:50
130614,Medicina e Extensivo 2019,FULL,Faixa Branca Grau I,0,0,0,18/2/2019 15:05:58,0,SEM TUTOR,0,Exclusivo,N/A,N/A,N/A,18/02/2019 15:05:58
